Temperature,Humidity,Pressure,AirSpeed,RainToday,RainfallTomorrow
18,60,1018.3,48,0,0
18,56,1019.1,48,0,0
22.3,65,1017.1,43,0,0
28.3,33,1016.5,44,0,0
29.9,25,1013.8,44,0,0
18.4,82,1016.7,52,0,0
19.1,65,1019.4,54,0,0
19.7,62,1017,NA,0,0
25.2,57,1010.7,44,0,0
27.5,55,1005,48,0,1
18.3,94,993.8,61,1,1
14.6,59,1017.8,52,1,0
15.2,71,1019.7,50,0,0
17.4,67,1014,48,0,0
18,73,1007.8,NA,0,0
17.8,84,1003.1,33,0,1
15.6,91,992,80,1,1
14.6,74,1007.9,52,1,0
15.8,50,1013,37,0,0
14.1,61,1017.8,37,0,0
17.4,47,1016.2,46,0,1
16.1,90,1013.5,52,1,0
16.8,67,1018.9,48,0,0
16.5,84,1020.3,41,0,0
17.1,78,1021.3,37,0,0
18,75,1019.6,37,0,0
22.4,44,1013.1,48,0,0
18.3,74,1015.3,44,0,0
17,77,1018.6,41,0,0
19,70,1017.8,33,0,0
19.5,84,1014.8,46,0,0
18.8,73,1016.5,50,0,0
17.5,55,1018.3,46,0,0
18.2,73,1018,37,0,0
17.8,67,1020.2,31,0,0
17.9,68,1018.2,48,0,0
29.8,22,1013.8,48,0,0
29.5,33,1007.8,56,0,0
18.9,76,1012.8,31,0,0
17.5,65,1016.8,46,0,0
15.3,66,1017.7,41,0,1
15.7,96,1011.8,72,1,0
17.1,75,1015.2,NA,0,1
15.9,85,1009.8,33,1,1
16.8,91,1009.4,54,1,1
16.1,74,1020.3,39,1,0
13.7,94,1024.8,46,0,0
16.3,68,1028.4,50,0,0
17.4,67,1020.9,41,0,0
15.1,81,1014.2,46,0,0
14.7,67,1019.7,35,0,0
11.7,78,1020.7,33,0,0
13.8,73,1021.3,33,0,0
17.8,52,1015.1,41,0,0
22.1,32,1010.3,76,0,1
17.1,94,1005.6,56,1,1
16.7,91,1010.1,43,1,0
15.1,73,1020.7,35,0,0
17.1,71,1025.8,35,0,0
17,72,1020.6,48,0,0
21.2,51,1009.3,67,0,1
10.2,86,1009.6,54,1,0
12.5,74,1012,46,0,1
11.9,61,1009.6,65,1,1
13.6,96,1016.6,41,1,0
14,78,1024.4,24,0,0
13,93,1024.2,31,0,0
12.1,91,1025,28,0,0
12.9,85,1020.4,30,0,0
13.9,93,1019.3,28,0,0
14.6,87,1014.5,33,0,0
16.7,65,1013.5,50,0,0
16.6,69,1020.1,28,0,0
18.5,45,1011.7,50,0,0
18.8,77,1014.5,35,0,0
16.1,97,1017.2,37,0,0
20.1,69,1018.9,28,0,0
25.9,35,1009.3,NA,0,1
13.9,64,1024,39,1,0
11.6,89,1019.4,54,0,1
13.6,77,1023.3,69,1,0
14,51,1035.7,39,0,0
14.3,59,1036.9,31,0,0
12.8,72,1033.2,31,0,0
14.8,49,1029.1,39,0,0
18.3,33,1021.9,50,0,0
16.7,56,1021.3,31,0,0
15.7,80,1026.8,31,0,0
15,73,1025.5,33,0,0
17,69,1021.4,50,0,0
19.9,57,1016.4,30,0,0
15.3,93,1018.2,30,0,0
17.8,75,1013.2,57,0,1
17.3,73,1005.2,54,1,1
11.4,90,1007.7,46,1,1
10.1,86,1018.3,52,1,1
12,89,1023.2,35,1,1
13.7,89,1024.3,30,1,0
14.8,81,1025,30,0,0
12.6,96,1022,48,0,1
11.3,79,1027,19,1,0
8.9,78,1022.5,35,0,0
14.6,59,1015.8,50,0,1
11.9,65,1028.9,52,1,1
12.2,92,1025.3,52,1,1
12.2,91,1024.2,39,1,1
10.5,94,1024,28,1,0
7.8,99,1020.1,26,0,0
12.5,79,1012.2,43,0,0
14.7,97,1012.2,43,0,0
13.9,94,1014.5,65,0,1
11,89,1021.6,39,1,1
13.5,64,1020,48,1,1
11.6,73,1023.2,56,1,1
11.9,84,1023.2,41,1,1
12.2,85,1030.5,33,1,0
12.3,72,1030.9,19,0,0
10.4,91,1026.8,24,0,0
9,76,1022.3,41,0,0
12.6,71,1019.6,37,0,1
11.4,74,1026.4,33,1,0
9.9,89,1028.3,26,0,0
9,69,1021.4,48,0,1
12.1,99,1016.9,48,1,1
13.8,85,1009,80,1,1
10.2,79,1017,46,1,1
9.7,59,1015.5,48,1,1
11.8,96,1016.9,54,1,1
11.5,80,1028.1,31,1,0
11.3,94,1032.3,35,0,0
10.7,99,1035.1,30,0,1
12.1,100,1036.9,19,1,0
8.8,92,1032,26,0,0
8.4,87,1028.8,17,0,0
8.9,96,1025.4,41,0,1
9,93,1020.8,39,1,1
10.9,90,1014,56,1,1
11.3,66,1019.8,59,1,0
12.2,66,1027.1,43,0,0
11.1,73,1029.3,33,0,0
10.8,72,1030.7,28,0,0
9.2,93,1030.4,19,0,0
10.1,71,1029.8,28,0,0
5.7,92,1026.1,26,0,0
5.6,86,1018.8,48,0,1
8.2,87,1016,50,1,1
9.3,93,1005.6,61,1,1
8.3,95,1009.4,41,1,1
10.4,96,1011.6,39,1,1
11,86,1021.1,39,1,1
10.8,99,1023.1,44,1,1
6.2,86,1026.2,28,1,0
10.1,68,1010.6,56,0,1
8.3,99,1004.9,33,1,1
8,80,1011.1,57,1,1
7.7,94,1022.6,48,1,1
11.3,95,1028.9,37,1,1
12.1,90,1030.3,39,1,0
6.8,91,1033.8,13,0,0
6.2,70,1030.3,30,0,0
5.8,71,1016.6,50,0,1
8.3,96,1002.7,48,1,1
7.6,91,1008.7,48,1,1
9.3,87,1017.7,50,1,0
9.3,76,1025.7,31,0,1
10.9,96,1026.9,24,1,0
8.2,90,1032.3,26,0,0
5.1,95,1037.2,19,0,0
1.9,94,1036.1,19,0,0
3.9,85,1030.6,33,0,0
6,68,1025.6,30,0,0
8.6,84,1021.4,37,0,1
9.3,99,1013.7,26,1,1
10.3,92,1013.7,30,1,0
10.7,83,1008.6,33,0,0
5.1,99,1008.9,31,0,1
8.9,93,1007,56,1,1
9.6,96,1015.5,59,1,1
12.4,99,1023,48,1,1
9.3,72,1017.4,52,1,1
6.8,85,1018.7,46,1,1
7.9,88,1021.7,46,1,1
10.7,99,1028.1,20,1,0
7.9,99,1033.4,37,0,0
10.8,97,1033.7,22,0,0
9.2,99,1030,19,0,0
8.2,82,1023.7,33,0,0
10.3,72,1011.1,59,0,1
10.4,92,1005.5,44,1,1
9.8,91,1017.6,44,1,1
10.9,95,1022.7,52,1,1
9.4,85,1030.6,39,1,1
8.4,93,1034.6,39,1,0
9,95,1032.6,19,0,0
7.5,85,1027.8,22,0,0
8.1,67,1017.8,37,0,1
7.3,97,1015.1,48,1,1
8.7,85,1015.7,56,1,1
10.5,86,1007.5,81,1,1
9.5,72,1020.5,37,1,0
8.1,76,1020,54,0,1
12.5,91,1012.4,57,1,1
10.6,67,1023.1,69,1,1
10.2,88,1031.4,41,1,0
10.7,86,1034.1,46,0,0
10.9,83,1032,26,0,0
8.7,86,1022.8,48,0,1
10.7,95,1015.3,43,1,1
9,96,1013.2,57,1,1
8.6,95,1008.3,52,1,1
9.5,83,1001,87,1,1
9.8,73,1020.1,52,1,0
8.3,99,1024.2,33,0,0
9.5,92,1018.8,41,0,1
7.8,88,1007.9,63,1,1
8.8,81,1003.1,37,1,1
9.7,87,997.3,41,1,1
9.1,84,1007.8,78,1,1
8.9,95,1017,57,1,0
10.6,59,1022.5,37,0,0
8.6,74,1021.1,44,0,0
11.6,60,1015,48,0,0
12.2,74,1005.8,63,0,1
9.4,64,1014.5,74,1,1
10.6,90,1023.3,52,1,0
9.8,97,1027,28,0,0
12.5,62,1019.5,48,0,0
10,97,1020.8,28,0,0
14.6,54,1014.3,70,0,0
11,90,997.2,93,0,1
13.3,72,1002.4,69,1,1
9.7,74,1008.5,80,1,0
11.4,67,1021,56,0,0
12.1,66,1027.8,31,0,0
8.7,95,1024.1,28,0,0
11.8,83,1023.2,31,0,0
13.7,45,1011.3,46,0,1
10.1,64,1018.2,46,1,0
11.2,86,1021.6,46,0,0
11.4,85,1026.3,28,0,1
12.2,89,1021.2,37,1,0
11.9,81,1021,20,0,0
12.7,82,1016.9,31,0,0
11.1,74,1017.3,26,0,0
16.6,59,1007.9,50,0,0
14,69,1017.6,43,0,0
12.1,89,1016.4,54,0,0
12.5,57,1009.2,72,0,1
10.6,66,1019.2,48,1,0
10.7,66,1021.8,33,0,0
15.1,40,1010.5,74,0,0
15.8,75,1006.2,39,0,1
13,78,997,87,1,1
10,63,1011.4,70,1,1
10.7,77,1024.1,39,1,0
12.6,75,1032.7,30,0,0
13.9,72,1033.2,31,0,0
16.4,61,1024,48,0,0
19.5,47,1011.8,50,0,0
13.9,63,1019.8,31,0,1
9.1,95,1020,33,1,0
10.4,78,1022.8,33,0,0
10.2,79,1018.4,33,0,0
9.3,90,1016.1,43,0,1
7.9,87,1012.7,61,1,1
10,55,1016.1,59,1,1
10.3,64,1025,41,1,1
11.6,80,1025,35,1,0
12.1,79,1023.2,39,0,0
16.1,75,1014.9,54,0,0
13.1,93,1012.2,72,0,1
12.3,58,1022.2,30,1,0
11.3,81,1019.4,35,0,0
17.5,52,1011.5,35,0,0
14.3,78,1016.1,41,0,0
12.1,67,1019.9,57,0,0
13.1,52,1025.1,33,0,0
16.2,32,1019.3,59,0,0
13.9,50,1013.6,48,0,0
11.9,88,1013.1,56,0,0
12.1,76,1015.9,57,0,0
11.8,68,1023.4,33,0,0
12,62,1025.8,35,0,0
14.8,68,1019.7,35,0,0
21.4,38,1012.5,54,0,0
18.8,61,1009.2,54,0,1
11.5,76,1015.7,57,1,0
12.6,58,1022.3,31,0,0
12.1,74,1018.1,26,0,0
19.6,45,1012,54,0,0
22.9,50,1006.5,59,0,1
16.4,81,1009,52,1,0
14.5,82,1012,37,0,1
13.1,92,1013.5,48,1,1
13.4,60,1021.4,56,1,0
12.6,60,1027.5,35,0,0
19.3,41,1021.3,50,0,0
16.3,59,1018.5,52,0,0
14.4,52,1025.5,41,0,0
13.2,65,1020.9,33,0,0
13.7,80,1017.7,31,0,1
13.5,56,1018.9,41,1,0
13.5,63,1019.2,37,0,0
14,69,1017.1,44,0,0
14.6,62,1021.2,44,0,0
21.9,34,1014.1,81,0,0
15.7,50,1016.6,48,0,0
14.6,59,1021.4,37,0,0
15.3,67,1019.4,28,0,0
20.6,45,1011.1,39,0,0
15.1,83,1018,39,0,0
15.7,71,1017,48,0,1
17.2,79,1015.5,48,1,0
20.2,66,1013.3,35,0,0
30.8,36,1004.5,63,0,0
18.1,77,1010.5,30,0,0
17.5,65,1015.8,44,0,0
17.2,55,1018.9,31,0,0
27.9,20,1013.9,52,0,0
34.2,16,1004.6,65,0,0
20.3,48,1015.4,56,0,0
20.4,50,1024.5,50,0,0
20.4,59,1018.7,37,0,0
20.8,58,1005.9,59,0,0
14.3,59,1010,44,0,0
16.2,49,1009.7,52,0,0
22.6,38,1002.9,43,0,0
17.9,56,1013.3,39,0,0
16.7,55,1016.2,48,0,0
16.8,49,1022.4,43,0,0
19.4,44,1017.6,48,0,0
18.3,68,1016.3,39,0,0
26.2,29,1005.1,74,0,0
18,85,1006,50,0,0
17.7,46,1017.2,44,0,0
18.8,54,1017.4,44,0,0
17.9,66,1012.9,43,0,0
19.3,59,1013.5,56,0,0
18.5,54,1019.7,44,0,0
19.4,49,1012.8,48,0,0
16.7,65,1012.3,61,0,0
17.9,43,1017.7,44,0,0
17.4,57,1015.5,46,0,0
18.1,62,1011.9,52,0,1
15.7,51,1016.5,50,1,0
18,57,1014.6,52,0,1
14.8,92,1011.2,44,1,0
16.2,52,1024.1,56,0,0
17.2,61,1025,56,0,0
19.3,54,1021.3,39,0,0
22.1,45,1018.8,46,0,0
24.4,38,1016.6,39,0,0
26.4,36,1014.6,37,0,0
23.1,55,1016,28,0,0
21.7,73,1017,39,0,0
21.2,83,1014.5,35,0,1
20.3,89,1017.1,28,1,0
25,48,1014.6,48,0,0
27.7,30,1011.6,57,0,0
18,65,1011.5,69,0,0
17,59,1017,43,0,0
17.3,71,1019.4,33,0,0
15.9,93,1017.7,70,0,1
13.6,52,1027.6,43,1,0
13.3,84,1026.1,33,0,0
12.8,85,1024.1,37,0,0
17.1,46,1017.9,46,0,1
17.7,81,998.9,94,1,1
13.7,74,1013.6,46,1,0
15.5,94,1015,52,0,1
17.1,87,1011.6,56,1,0
15.1,88,1019,26,0,0
16.6,70,1013.7,50,0,0
27.2,18,1003.5,85,0,0
13.4,85,1016.4,74,0,1
13.2,76,1022.3,39,1,0
15,97,1015.3,39,0,1
13,89,1016.1,31,1,0
13,93,1019.4,48,0,1
15.6,91,1020.1,43,1,1
13.1,74,1027.6,37,1,0
13,76,1030,41,0,0
12.9,81,1028.6,31,0,0
17.8,62,1022.8,37,0,0
16.1,89,1023.2,33,0,0
17.3,66,1027.2,39,0,0
16.8,76,1027.2,35,0,0
14.1,88,1024.4,31,0,0
16.4,91,1025,26,0,0
16.9,72,1022.3,33,0,0
17.5,84,1012.7,48,0,1
13.7,97,1012.8,33,1,1
13.6,83,1015.2,28,1,1
12.9,81,1019.9,33,1,0
14.7,67,1019.5,30,0,0
13.9,84,1022.9,50,0,0
13.6,55,1028.8,41,0,0
11.9,70,1023.8,39,0,0
13.8,37,1008.2,48,0,1
15.8,72,1006.8,57,1,1
14.2,65,1016.8,33,1,0
13.7,92,1019.2,31,0,1
13.7,88,1020.5,54,1,0
17.7,73,1022.6,41,0,0
17.1,61,1013.6,65,0,0
14.2,74,1016.5,37,0,0
11.3,84,1024.6,28,0,0
9.5,95,1026.3,17,0,1
13.2,83,1024.1,43,1,0
10.3,76,1028.8,35,0,0
13.4,36,1017.3,59,0,1
12.5,61,1027.7,41,1,0
10.7,76,1028.5,28,0,0
9.6,80,1025.8,24,0,0
12.9,66,1022.7,37,0,0
14.8,60,1024.5,44,0,0
18.8,53,1026.3,46,0,0
17.5,53,1026.8,43,0,0
19.8,37,1021.9,54,0,1
14.1,94,1015.9,37,1,1
9.2,87,1014.5,44,1,1
10,84,1011.5,61,1,1
12.5,88,1007.4,69,1,1
12.8,77,1012.6,39,1,0
11.4,94,1019.2,30,0,1
10.9,95,1020.1,26,1,0
8.1,94,1019,31,0,1
11.9,97,1016.1,35,1,0
6.7,94,1017.7,20,0,0
9.7,86,1011.6,26,0,1
8.7,95,1023,28,1,0
10.5,87,1026.7,33,0,0
12.8,96,1027.2,39,0,0
13.2,69,1030.4,28,0,0
10.6,97,1031.5,20,0,0
8.8,88,1027.9,30,0,0
10.4,79,1022.1,39,0,0
12.8,79,1019.7,39,0,1
13,97,1020,50,1,1
12.4,99,1013.7,43,1,0
12.5,85,1022.1,35,0,0
10.3,96,1027.6,26,0,1
12,92,1026.9,26,1,0
10.4,82,1020.8,41,0,0
12,85,1013.2,44,0,1
10.1,82,1022.2,35,1,0
9.8,78,1029.3,35,0,0
10.4,71,1024.4,39,0,0
11.5,70,1015,50,0,1
12.6,93,1017.3,30,1,1
11.7,97,1013.1,37,1,1
11.6,94,1014.3,57,1,1
11.6,71,1018.7,NA,1,1
NA,NA,NA,NA,1,0
8.7,93,1023.5,33,0,1
7.3,100,1017.8,26,1,0
6.5,97,1020.5,22,0,0
5.8,95,1028,28,0,0
3.9,95,1024.6,33,0,0
7.6,83,1015.7,41,0,1
8.9,83,1022.4,37,1,0
5.5,86,1029.7,30,0,0
4.7,92,1029,24,0,0
6.5,99,1026.6,17,0,0
4.5,99,1023,26,0,0
8.7,69,1020.4,31,0,0
9.5,92,1024.4,31,0,0
7.9,97,1028.9,24,0,1
11,99,1027.6,46,1,1
14.4,78,1023.3,57,1,1
12.3,96,1022,48,1,0
9.2,77,1018.9,50,0,1
10.1,72,1002.5,87,1,1
7.5,88,1009.2,76,1,1
8.8,90,1016.6,41,1,0
7.4,94,1024,30,0,0
6.7,93,1032.9,30,0,0
4.6,95,1035.5,24,0,0
4.6,93,1030.6,33,0,0
6.1,85,1030.7,30,0,0
7.5,93,1027.4,33,0,1
12.8,97,1019.8,44,1,1
13.8,93,1013.3,39,1,1
12.1,100,1019.3,28,1,0
10.7,94,1022.1,33,0,0
10.9,83,1016.3,48,0,1
11.2,91,1001.8,61,1,1
11.2,96,1001.3,52,1,1
4.5,95,1005.6,41,1,1
7.1,93,1008.5,39,1,1
5.1,100,1015,31,1,1
10.1,93,1028.8,35,1,0
10.3,73,1034.2,28,0,0
6.3,94,1026.7,35,0,1
9.5,100,1024.6,30,1,0
10.5,65,1021.6,44,0,1
11.5,78,1012.8,61,1,1
9.5,100,1016,41,1,1
9.8,77,1024.1,26,1,0
9,77,1024.7,31,0,0
9.4,65,1019.8,43,0,1
9.5,80,1009.4,65,1,1
9.7,96,1009.8,76,1,1
9.6,93,1014.7,48,1,1
11.4,95,1010,72,1,1
10.9,75,1009.2,59,1,1
8.5,97,1010.8,50,1,1
8.1,91,1019.4,59,1,1
10,90,1007.8,52,1,1
10.6,82,1016.6,39,1,0
10.7,87,1012.4,48,0,1
8.8,72,1005.5,69,1,1
9.2,87,1009.4,59,1,1
11.5,83,1003.7,78,1,1
10.3,82,1020.1,46,1,0
11.6,40,1005,74,0,1
8.6,88,1005,57,1,1
11.3,92,1002.1,85,1,1
6.7,78,1012.4,65,1,1
9.9,69,1018.8,54,1,1
7.9,99,1014.2,52,1,1
11.1,84,1009.9,59,1,1
11.7,85,1013.2,54,1,1
11.4,96,1023.5,39,1,1
11.9,94,1023.4,37,1,0
10.3,100,1024.4,28,0,0
12.4,86,1018.4,30,0,0
12.1,97,1016.3,30,0,0
13.8,82,1007.2,52,0,1
12.3,95,1010.5,72,1,1
14.3,69,1015.6,46,1,0
17,61,1017.9,50,0,0
11.9,97,1030.8,15,0,0
15.3,86,1029.4,35,0,0
19.1,40,1019.7,50,0,1
14.1,92,1025.5,35,1,0
11.5,91,1027.1,33,0,0
13,87,1025.7,30,0,0
10.2,84,1027.3,37,0,0
15.4,60,1007.2,57,0,1
11.9,68,1009.8,50,1,1
12.4,66,1012.9,48,1,0
11.7,68,1018.6,35,0,1
9.2,79,1013.8,48,1,0
11.5,92,1014.1,26,0,1
14.3,85,1013.6,39,1,1
16.5,69,1002.3,56,1,0
15.4,85,1005,37,0,0
12,95,998.6,72,0,1
11.4,85,1008,72,1,1
13.1,59,1012.1,52,1,0
13,79,1014.2,39,0,0
14.5,83,1012.4,26,0,0
17.1,61,1000.5,52,0,0
16.1,79,1001.5,57,0,1
15.9,59,1005.5,83,1,1
12.3,55,1011,83,1,0
13.3,56,1012,59,0,1
12.7,56,1013.2,78,1,0
14.3,78,1012.3,54,0,0
14.2,75,1001.1,56,0,1
9.6,77,1006.2,74,1,1
10.8,96,1000.3,104,1,1
12.5,60,1022.2,43,1,0
11.9,75,1021.1,41,0,0
18.8,49,1008.7,43,0,0
12.2,88,1010.3,43,0,1
10.9,81,1014.2,41,1,0
13.6,85,1018.2,33,0,0
16.9,46,1008.8,52,0,0
13.1,83,1008.9,48,0,0
13.8,66,1016.4,50,0,0
13.3,72,1010.1,52,0,0
12.8,70,1005,76,0,1
9.4,80,1022.2,46,1,0
12.6,76,1021,52,0,0
14.7,46,1003.4,67,0,1
10,56,1008.8,76,1,1
11.1,69,1020.8,61,1,0
16.8,31,1018.9,54,0,0
21.6,26,1008.9,52,0,0
13.6,89,1014.7,44,0,1
10.3,96,1011.5,52,1,1
10.7,90,1014.6,59,1,1
9.8,54,1022.7,56,1,0
11.2,74,1025.7,46,0,0
11.6,68,1026.7,31,0,0
11.6,79,1024.7,26,0,1
11.1,96,1014.9,52,1,1
12.6,78,1021.3,41,1,0
12.8,72,1023.8,35,0,0
12.5,65,1025.9,31,0,0
13.9,74,1021.8,31,0,0
17.6,63,1016.4,39,0,0
13.8,54,1022.4,56,0,0
14.4,55,1031.6,37,0,0
14,66,1025.9,35,0,0
22,26,1014.5,52,0,0
14,93,1012.7,46,0,1
11,89,1011.9,54,1,1
11,74,1019.9,44,1,0
12,75,1025.2,44,0,0
14.8,57,1025.4,44,0,0
14.2,75,1021.7,56,0,1
12.3,79,1018.8,44,1,0
13.5,65,1020.9,37,0,0
12.8,78,1022.5,37,0,0
12.6,76,1021.5,39,0,0
13.2,76,1021.1,39,0,0
16.3,71,1015.1,41,0,0
17.4,74,1009.6,48,0,0
13.1,76,1013.9,46,0,1
12,77,1013.8,44,1,1
12.8,74,1012.1,46,1,1
12.1,97,1012.9,52,1,1
13.7,63,1016,39,1,0
15,71,1015.2,33,0,0
19.8,54,1013.1,31,0,0
22.9,52,1011.2,52,0,0
14,82,1010.1,41,0,1
14.2,73,1018.2,48,1,0
15.2,62,1022.5,33,0,0
20.9,42,1016.8,54,0,0
19.1,70,1015.5,31,0,0
14.1,83,1012,31,0,1
14.1,57,1004.8,56,1,1
11.6,64,1007.7,59,1,0
13.9,74,1019.4,35,0,0
15,70,1020.1,39,0,0
23,31,1007.3,52,0,0
14.2,77,1006.6,57,0,0
12.7,67,1009,72,0,1
14.6,81,1010.7,54,1,0
14.7,63,1013.4,41,0,1
15.3,83,1015.2,43,1,0
14.2,55,1022.4,35,0,0
14.6,69,1023,31,0,0
14.9,76,1022.3,35,0,0
14.1,76,1022.7,35,0,0
20.5,55,1019.8,28,0,0
28.6,30,1012.7,46,0,0
19,73,1013.5,54,0,1
13.1,91,1014.8,50,1,1
20.5,81,1006.8,44,1,0
14.1,70,1015.4,43,0,0
15.3,62,1020.5,31,0,0
22.2,38,1012.4,57,0,0
16.8,69,1014,44,0,0
16.3,60,1015.9,33,0,0
26.2,22,1001.6,56,0,0
15.2,52,1019.9,39,0,0
15.7,60,1017.8,37,0,0
16.8,68,1016.9,26,0,0
21.4,39,1005.7,57,0,1
15.2,75,1009.7,39,1,0
15.2,58,1006.4,70,0,0
15.8,52,1008.9,56,0,0
16.7,68,1003.8,80,0,1
16,44,1019.4,54,1,0
14.9,71,1027,48,0,0
16.2,57,1022.1,46,0,0
19.1,61,1018,37,0,0
27.2,39,1014.9,48,0,0
18.3,64,1021.4,41,0,0
15.8,81,1022.9,37,0,0
20.1,46,1016.1,35,0,0
32,21,1010.2,46,0,0
29.7,35,1014.2,30,0,0
32.2,30,1012.9,48,0,0
30.3,24,1007.4,78,0,1
17.4,81,1015.4,44,1,0
16.7,58,1016.9,52,0,0
17.2,57,1015.1,52,0,0
17.5,63,1016.2,44,0,0
16.8,69,1022.6,39,0,0
17.8,53,1019.1,37,0,0
19.3,64,1011.9,54,0,0
17.4,43,1022.2,46,0,0
16.4,53,1021.6,35,0,0
24.9,36,1016,41,0,0
30.6,17,1008,81,0,0
18.3,55,1019.3,50,0,0
17.1,60,1016,41,0,0
20.3,68,1014.9,39,0,0
19.5,71,1011,43,0,0
30,19,1008.3,57,0,0
19.1,65,1011.4,63,0,0
17.3,47,1023.7,56,0,0
17.2,57,1018.7,35,0,0
25.7,35,1011.8,44,0,0
17.7,78,1012.7,39,0,0
22.5,49,1009.8,65,0,0
17.4,63,1012.2,70,0,0
17.5,60,1021.5,39,0,0
17.3,66,1015.7,33,0,0
21.3,43,1013.7,39,0,0
24.6,42,1011.3,44,0,0
19.8,78,1006.4,31,0,0
22.4,72,998.6,46,0,0
18.3,69,1011.4,44,0,0
14.8,70,1014.8,52,0,0
16,68,1009.8,37,0,1
15.1,87,1002.6,59,1,1
11.2,89,1013.5,61,1,0
16,49,1023.5,43,0,0
16.5,62,1026.2,41,0,0
16.4,66,1023.7,35,0,0
16.3,75,1020.6,35,0,0
15.5,94,1011.1,41,0,1
15.3,80,1015.1,44,1,1
15.9,73,1022.8,41,1,0
15.4,59,1024.8,48,0,0
17.9,65,1024.2,44,0,0
16.9,61,1024.6,39,0,0
14.1,81,1024.9,31,0,0
17.9,68,1019.6,50,0,0
17,61,1019.5,48,0,0
14.6,65,1022.5,46,0,0
15.3,58,1025.4,41,0,0
18.7,70,1022.5,48,0,0
20.5,51,1016.6,52,0,0
19.8,53,1017.4,28,0,0
18.5,79,1017.4,35,0,1
14.1,81,1022.4,35,1,0
14.8,73,1020.9,37,0,0
12.9,91,1014.9,37,0,1
14.8,93,1002.3,63,1,1
10.5,91,1007,54,1,1
16,89,1011.5,48,1,0
14.8,97,1019.4,44,0,0
13.4,96,1027.9,35,0,0
13.2,81,1022.6,NA,0,1
13.2,96,1017.5,70,1,1
13,60,1023.9,31,1,0
11.8,75,1021.7,33,0,0
13.5,93,1022.7,35,0,0
13.3,94,1025.1,41,0,0
16.7,90,1024.4,31,0,0
18,90,1017.5,26,0,0
15.4,94,1017.4,28,0,0
12.9,99,1018.1,30,0,0
12.9,99,1019.9,22,0,0
18.8,66,1017.1,39,0,0
22.3,46,1012.9,59,0,1
15.2,84,1015.7,48,1,0
13.1,89,1021.9,43,0,0
12.6,73,1024.6,39,0,0
13.6,97,1023.7,35,0,0
15,86,1024.3,33,0,0
18.7,66,1020.1,41,0,1
18.1,82,1016.6,33,1,0
17.9,93,1017.7,26,0,0
16.4,98,1013.1,46,0,1
15.6,77,1018,50,1,1
15.9,70,1021.8,33,1,0
14.3,90,1021.8,35,0,0
15.8,87,1025.2,35,0,0
15.2,97,1025.3,31,0,0
11.2,92,1020.6,37,0,1
12.9,89,1020.7,39,1,1
14.8,65,1019.4,59,1,0
12.4,80,1022.6,31,0,0
13.9,64,1017.5,41,0,1
15,76,1013.5,46,1,1
15.4,73,1015.6,46,1,0
10.7,94,1017.2,41,0,0
13.8,44,1018,NA,0,0
10.1,75,1018.2,39,0,1
13.4,75,1014.9,44,1,0
11.7,71,1026.3,35,0,0
11.6,72,1016.2,56,0,1
13.3,94,1008.3,56,1,1
10.9,87,1020.5,30,1,0
10.6,70,1017.5,37,0,1
10.3,99,1002.8,65,1,1
9.2,95,1006.2,57,1,0
11.5,67,1014.9,31,0,1
13.6,79,1019.1,39,1,0
11.5,66,1028.1,30,0,0
11.3,91,1029.6,26,0,0
7.8,83,1026,30,0,0
14.4,60,1015.5,52,0,1
13.1,100,1017.6,31,1,0
14.6,96,1024.7,31,0,0
11.8,91,1030.2,26,0,0
13.3,76,1026.7,31,0,0
14.7,64,1022.3,39,0,0
16,63,1018.7,41,0,0
15.1,76,1021.9,39,0,0
16.4,59,1021.8,33,0,0
15.2,80,1021.3,26,0,0
14.5,83,1019.1,26,0,1
15.5,94,1020.6,31,1,0
10,96,1022,30,0,0
15.5,93,1016.7,39,0,1
14.5,90,1015.4,33,1,0
12.7,93,1016.4,30,0,1
15.9,91,1015.3,31,1,1
13.6,97,1015.4,33,1,1
14.8,88,1003.4,52,1,1
13,96,1012,46,1,1
12,90,1023.4,28,1,0
9.9,89,1025.9,22,0,0
8,97,1021.7,15,0,1
12.6,97,1017.5,33,1,0
11.7,99,1020,22,0,0
12.9,99,1019.9,28,0,1
13.5,97,1023.8,30,1,0
10.7,91,1030.7,19,0,0
9.6,93,1033,31,0,0
12.5,92,1033.3,35,0,1
9.8,93,1034.6,24,1,0
5.9,89,1034.3,28,0,0
9.6,83,1029.3,39,0,0
10.6,79,1021.2,30,0,0
10.3,84,1013.4,30,0,0
10.7,92,1010.9,20,0,1
11.5,85,1019,46,1,0
10.5,95,1022.8,31,0,1
12.8,88,1020.4,44,1,0
10.9,87,1031.1,15,0,0
11.4,85,1032.1,20,0,0
9.3,83,1021.4,39,0,0
9.7,88,1009.6,41,0,1
11.7,97,1016.2,28,1,0
10.5,99,1019.2,70,0,1
8.8,99,997.9,70,1,1
11.3,73,1003.1,96,1,1
11.7,82,1014.3,72,1,1
12.5,62,1017.5,56,1,0
10.8,70,1004.1,59,0,1
8.5,92,993.4,69,1,1
9.1,67,1008,52,1,1
10.6,95,1019.3,48,1,1
9.9,84,1029.4,22,1,0
10.2,97,1029.8,30,0,0
9.1,73,1022,50,0,0
10,93,1011.3,61,0,1
10.4,92,1015.8,50,1,1
8.4,96,1017.6,28,1,0
7.6,87,1013.4,41,0,0
